SrcMac,DIntPkt,DstJitter,SIntPkt,Dur,SrcLoad,DstLoad,Load,Rate,SrcJitter
2.6411289389835297,0.793832199551593,0.8369560346665059,0.4428351018077902,0.5126004295553638,-2.433390020015067,-1.431063619277155,-2.318645028203085,-1.8154840343479504,-0.0167311746385368
2.6411289389835297,-0.1019335388256706,-0.1092612167343583,-0.056902018625282,-0.09470706542848,-0.2591297005879687,-0.1604945375356442,-0.2502075769956047,-0.2000524112700691,-0.022217279154858
-0.3786259675700884,-0.1125826771393433,-0.1204109268075426,-0.0715427727259427,-0.1124993072335739,0.7041566820447881,0.4024269674469079,0.6661962116168687,0.5156513154740652,-0.0232055766762574
-0.3786259675700884,-0.1079829356688682,-0.1170182448418766,-0.0699555934856711,-0.1105704734378188,0.5640287976749532,0.3205406561440026,0.5328887063380318,0.4115372112400005,-0.0231278295313283
-0.3786259675700884,-0.0896315861582977,-0.0958064320773119,-0.0570111315421227,-0.0948396733317715,-0.2540007763632904,-0.1574899988959766,-0.2453252961765374,-0.1962404713912605,-0.0224030952748367
-0.3786259675700884,-0.0896696792553616,-0.0961285858544672,-0.0648285222590207,-0.104339780035347,0.1815413648667246,0.0970197196037001,0.1690149114370984,0.1273576709398027,-0.0227681208604677
2.6411289389835297,-0.1010258234642894,-0.108881241008861,-0.0653832199007159,-0.1050138827646808,0.2233103302330626,0.1214212764928611,0.2087564981615459,0.1583909870757771,-0.0228614050925371
-0.3786259675700884,-0.1207726930080982,-0.1303976938993546,-0.0646177690074806,-0.1040836693238774,0.167755198345164,0.0889635191655437,0.1558907695764259,0.1171086488251392,-0.0223909334146883
-0.3786259675700884,-0.1201441569065426,-0.1291694826239504,-0.070828213105447,-0.1116309318524972,0.6395946163620825,0.3646842201886955,0.6047795395419759,0.4676818090713914,-0.0230100148179252
2.6411289389835297,-0.1058116291362215,-0.1128302457388586,-0.0658855485042068,-0.1056243353225617,0.2528013671608186,0.1386691722798679,0.2368095032389436,0.1803008992559751,-0.0228780214019076
2.6411289389835297,-0.0673376011016056,-0.0739100425362925,-0.0538433523090494,-0.090990009199994,-0.3947833462665693,-0.2397736022752842,-0.3792616104425387,-0.3008417405515536,-0.0220578432739155
-0.3786259675700884,-0.0932028140080454,-0.0992796524872668,-0.054505228556035,-0.0917943569032032,-0.3667451792861899,-0.2233742682326807,-0.3525821434157095,-0.2800096403728125,-0.0230275757195537
2.6411289389835297,-0.1148287235825921,-0.1230098287252531,-0.0685269533628672,-0.1088343167190872,0.4698799842415898,0.2655153151086676,0.4433149476460648,0.341582346340601,-0.0229368923692247
-0.3786259675700884,-0.1120398505061816,-0.1204411287241509,-0.0674068759972784,-0.1074731345209829,0.3618568689048895,0.2023904069783821,0.3405540031355264,0.261323385986789,-0.022889222221617
2.6411289389835297,-0.1000189300131642,-0.1069646880107376,-0.0640587759285441,-0.1034043494125934,0.1625468812561816,0.0859199431033587,0.150944937458912,0.1132408468421847,-0.0234738124575804
