SrcMac,DIntPkt,DstLoad,DstJitter,SrcLoad,SIntPkt,Dur,Load,Rate,Packet_num,SrcJitter,Label
-0.37862596757008843,-0.12597240075733096,0.4697017590510199,-0.13939786504862892,0.8192806150796281,-0.072751279722939,-0.1139679420946574,0.7757167712098324,0.6011835575219694,-1.731638319332662,-0.022963576901693313,0
-0.37862596757008843,-0.10692585222534289,0.13178277628889584,-0.11445108193017087,0.24101702755882706,-0.06571431025248674,-0.10541624536949272,0.22559873729635682,0.171545849581747,-1.731425986683859,-0.022848745598954428,0
-0.37862596757008843,-0.09944055865227157,0.03969930169166647,-0.10835029477529372,0.08346443591425261,-0.06328413776355422,-0.10246296872785886,0.07570864072744346,0.05448707730788576,-1.7312136540350558,-0.023039700464746796,0
-0.37862596757008843,-0.09872631308232202,-0.07134383366275848,-0.10650797786218726,-0.10657063027427278,-0.05995499902871577,-0.0984172198326125,-0.1050739430823001,-0.08670723731114495,-1.7310013213862527,-0.02335366850672768,0
-0.37862596757008843,-0.10764962106955843,0.16663412010218087,-0.11525646637305893,0.30068154184711526,-0.06656718225110259,-0.10645269340497125,0.28235323988070266,0.21586857853664973,-1.7307889887374495,-0.022903880259931123,0
-0.37862596757008843,-0.08975538872375563,-0.160315186994837,-0.09563528788319826,-0.25881019701282115,-0.0569090544188376,-0.09471561970590339,-0.24989763581177515,-0.19981301418360575,-1.7305766560886464,-0.022394423799848795,0
-0.37862596757008843,-0.10807816841152816,0.03594709874786758,-0.11526653367859503,0.07701830143111196,-0.06317877101653407,-0.10233491337212407,0.06958224459535675,0.049698942032950263,-1.7303643234398431,-0.02263622378539806,0
-0.37862596757008843,-0.12144884548098382,0.23148101568383472,-0.1314547609806453,0.4116381496594562,-0.06806545274177918,-0.10827348049432546,0.38791230285453104,0.2983108030524737,-1.73015199079104,-0.02270610571851758,0
-0.37862596757008843,-0.08276530541251599,-0.06684119013019982,-0.090219077504776,-0.09885289504348134,-0.0600998906543059,-0.09859329594674825,-0.0977258609180084,-0.08096797051357187,-1.7299396581422368,-0.02439212995283052,0
-0.37862596757008843,-0.11802046674522595,0.1651332389246613,-0.12628016593508942,0.2981005700325765,-0.06653095687501757,-0.10640867437643742,0.27989190184523083,0.21395239649348263,-1.7297273254934336,-0.022683948879867865,0
-0.37862596757008843,-0.10789722620047427,0.5174209517833329,-0.11557862015021417,0.900965225483176,-0.07356133721924984,-0.11495236764186868,0.8534195960522811,0.6618657486662357,-1.7295149928446305,-0.02332270831654661,0
-0.37862596757008843,-0.11065897573761256,-0.529509884882626,-0.1182967926449614,-0.8905943268926669,-0.03868934987806368,-0.07257404835338298,-0.8509402147000301,-0.6692172991019997,-1.7293026601958272,-0.02012217990168059,0
-0.37862596757008843,-0.10780199345781434,0.16663412010218087,-0.11567929320557517,0.30068154184711526,-0.06656718225110259,-0.10645269340497125,0.28235323988070266,0.21586857853664973,-1.7290903275470242,-0.023045494346177156,0
-0.37862596757008843,-0.1082114942512521,0.32184289128332105,-0.11699811023080438,0.5662572465099451,-0.06998193023305116,-0.11060248727675215,0.5350086909233286,0.4131935719891792,-1.728877994898221,-0.023130906913900847,0
-0.37862596757008843,-0.10773533053795238,0.32036408188782384,-0.11828672533942529,0.5637518153338807,-0.06995229398318613,-0.11056647170795174,0.5326192167721042,0.41132842627161686,-1.7286656622494179,-0.023232150984270818,0
-0.37862596757008843,-0.09899296476176986,0.03934615317930893,-0.10568245880822698,0.08286011080645818,-0.0632742590135992,-0.10245096353825874,0.07513372965346465,0.05403702970936962,-1.7284533296006146,-0.023557298524603826,0
-0.37862596757008843,-0.11752525648339425,0.2030967040030972,-0.12557545454756236,0.36307810922689077,-0.0674233339947035,-0.10749314317031651,0.3417217912545459,0.26223740018171376,-1.7282409969518113,-0.022776215869128355,0
-0.37862596757008843,-0.01475008060478654,-0.7117786608231629,-0.01817743908843792,-1.2025268033658951,-0.023897561692928393,-0.05459827779211027,-1.1476841587284063,-0.9009732536740029,-1.7280286643030083,-0.023202605110791634,0
-0.37862596757008843,-0.11740145391793634,0.17186513244147697,-0.12544457957559305,0.30963310750632034,-0.06669230649803275,-0.10660475913990633,0.2908780931495447,0.22252649919511153,-1.727816331654205,-0.022703221807520758,0
-0.37862596757008843,-0.10704965479080082,0.1751979715268513,-0.11500478373465642,0.31532383560471794,-0.06677133649767283,-0.10670080065670745,0.2962858504391579,0.22675323488839283,-1.727603999005402,-0.022918944983393967,0
-0.37862596757008843,-0.0990596276816318,0.034777294300683215,-0.10545091078089666,0.07501647451154289,-0.06314583526418407,-0.10229489607345735,0.06766886867727102,0.04820496959251492,-1.7273916663565987,-0.02367960177856174,0
-0.37862596757008843,-0.1078781796519423,0.16965795423924232,-0.11678669681454627,0.3058560755826051,-0.06663962312452268,-0.10654073146203893,0.2872848989371771,0.2197195012868401,-1.7271793337077956,-0.02365115908790363,0
-0.37862596757008843,-0.1172776513524784,0.32592617095745513,-0.12529356999255153,0.5732573456752307,-0.07006425973517622,-0.11070253052341997,0.5416650832017396,0.4183853582029898,-1.7269670010589924,-0.023017074556236163,0
-0.37862596757008843,-0.10744010903570658,0.17299079332461664,-0.11580010087200837,0.3115342135745903,-0.06671865312416277,-0.10663677297884004,0.2926746902557285,0.2239323179822292,-1.726754668410189,-0.022914739937923527,0
-0.37862596757008843,-0.10840195973657196,0.17160027105720882,-0.11641420650971053,0.3091672735690621,-0.06668572725056271,-0.10659675568017292,0.2904289438729988,0.2221785242478052,-1.726542335761386,-0.022906283255868503,0
-0.37862596757008843,-0.10804007531446419,0.034777294300683215,-0.11607191812148311,0.07501647451154289,-0.06314583526418407,-0.10229489607345735,0.06766886867727102,0.04820496959251492,-1.7263300031125828,-0.022621232502165967,0
-0.37862596757008843,-0.1168205341877107,0.2176861519198682,-0.1249110123821797,0.38803170013623606,-0.06775592186943884,-0.10789731788685449,0.3654638220127646,0.28077750537419705,-1.7261176704637797,-0.02282319550577204,0
-0.37862596757008843,-0.08330813204567766,-0.05626880654149587,-0.08954456803385723,-0.0807609121288854,-0.06043576815277625,-0.09900147239315253,-0.08052344362629865,-0.06753613754754627,-1.7259053378149765,-0.022533262950924286,0
-0.37862596757008843,-0.11863947957251555,0.48749161536103114,-0.12806207901497926,0.8497234923847728,-0.07305752097154432,-0.11434010297226166,0.8046689335759841,0.6237972894309192,-1.7256930051661734,-0.023234401571987393,0
-0.37862596757008843,-0.09829776574035229,-0.07257985345600988,-0.10647777594557896,-0.10867317804514093,-0.059915484028895724,-0.09836919907421235,-0.1070681658701641,-0.08826616507507726,-1.7254806725173701,-0.023225643232210363,0
-0.37862596757008843,-0.11992512159842476,0.19954314709749943,-0.1280922809315876,0.3569719076168845,-0.06734101437132842,-0.10739309992364872,0.3359008166305104,0.2576951672028747,-1.7252683398685669,-0.022704788532443454,0
-0.37862596757008843,-0.09228857967851004,0.21711228558728718,-0.0993803255426278,0.3870370817296577,-0.0677427534957488,-0.10788131096738764,0.3645116255464872,0.28003515881994334,-1.7250560072197638,-0.02450125186988841,0
-0.37862596757008843,-0.08811738555000466,0.05592206147809111,-0.09537353793925964,0.11120044034073476,-0.06373198101401464,-0.10300720398973177,0.1021006522172833,0.07509647352035077,-1.7248436745709605,-0.022722441036940412,0
-0.37862596757008843,-0.10824958734831606,-0.18291669178571976,-0.11647461034292714,-0.29749959401807746,-0.056072650296396735,-0.09369918031975842,-0.28670092753195003,-0.22855574483111146,-1.7246313419221575,-0.022512142961984002,0
